Module,#,Table,No.,Name,Datatype,Representation,Description,Level,Key,Ref Field,Ref Table,Kind,Dictionary Entry Name,Object Class Term Qualifier,Object Class Term,Property Term Qualifier,Property Term,Datatype Qualifier,Representation term,Associated Object Class Term Qualifier,Associated Object Class,Occurrence Min,Occurrence Max,XBRL GL Taxonomy Element
AR,31,AR_Cash_Received,5,Project_ID,String,%60s,"The unique identifier for the project, from which AR is derived. Typically auto-generated by the system. May be set to NULL, if no transaction is related to Project_ID. Otherwise shall match the Project_ID in the BAS_Project table.",2,REF,Project_ID,BAS_Project,RFBIE,ADC_ Cash Received. Originating. ADC_ Project,ADC,Cash Received,,Originating,,,ADC,Project,0,1,
AR,31,AR_Cash_Received,6,Journal_ID,String,%100s,The unique identifier for journal entry. Typically auto-generated by the system. Shall match the Journal_ID in the GL_Details table.,2,REF,Journal_ID,GL_Details,RFBIE,ADC_ Cash Received. Corresponding. ADC_ General Ledger Line,ADC,Cash Received,,Corresponding,,,ADC,General Ledger Line,0,1,"Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
AR,31,AR_Cash_Received,7,Fiscal_Year,String,%4c,"Accounting period in which the Receipt_Date occurs. The year shall be shown in four digits as ""YYYY"", which is part of the extended format and the ""YYYY-MM-DD"" in ISO 8601-1. Shall match the Fiscal_Year in the BAS_Accounting_Period table.",1,REF,Fiscal_Year,BAS_Accounting_Period,RFBIE,ADC_ Cash Received. Fiscal Year. ADC_ Accounting Period,ADC,Cash Received,,Fiscal Year,,,ADC,Accounting Period,0,1,gl-bus:fiscalYearEnd
AR,31,AR_Cash_Received,8,Accounting_Period,String,%15s,"Accounting period in which the Receipt_Date occurs. EXAMPLE W1_W53 for weekly periods, M1_M12 for monthly periods, Q1_Q4 for quarterly periods, and from any beginning date to any ending date. Shall match the Accounting_Period in the BAS_Accounting_Period table.",1,REF,Accounting_Period,BAS_Accounting_Period,RFBIE,ADC_ Cash Received. Accounting Period. ADC_ Accounting Period,ADC,Cash Received,,Accounting Period,,,ADC,Accounting Period,0,1,gl-bus:postingCode
AR,31,AR_Cash_Received,9,Receipt_Date,Date,%10c,"The receipt date of the account receivable by the customer. For example, the received date of check, wire transfer and cash.",1,,,,BBIE,ADC_ Cash Received. Receipt. Date,ADC,Cash Received,,Receipt,,Date,,,0,1,gl-bus:documentReceivedDate
AR,31,AR_Cash_Received,10,Settlement_Method_Code,String,%60s,"The code value or indicator of the method by which the transaction debit or credit amount was extinguished or apportioned to the debt by the customer; for example, check, wire transfer and cash. Shall match the Settlement_Method_Code in the BAS_Settlement_Method table.",1,REF,Settlement_Method_Code,BAS_Settlement_Method,RFBIE,ADC_ Cash Received. Settlement Method. ADC_ Settlement Method,ADC,Cash Received,,Settlement Method,,,ADC,Settlement Method,0,1,
AR,31,AR_Cash_Received,11,Reference_Number,String,%100s,"The number of an internally or externally generated transaction; for example, check number, wire transfer number, or original document ID.",1,,,,BBIE,ADC_ Cash Received. Reference Number. Code,ADC,Cash Received,,Reference Number,,Code,,,0,1,gl-cor:documentNumber
AR,31,AR_Cash_Received,12,Reference_Date,Date,%10c,"The date on an internally or externally generated transaction; for example, check date or wire transfer date.",1,,,,BBIE,ADC_ Cash Received. Reference Date,ADC,Cash Received,,Reference Date,,Date,,,0,1,gl-cor:documentDate
AR,31,AR_Cash_Received,13,,,,,1,,,,ASBIE,ADC_ Cash Received. Monetary Amount. ADC_ Multi Currency Amount,ADC,Cash Received,,Monetary Amount,,,ADC,Multi Currency Amount,1,1,gl-muc:multicurrencyDetail
AR,31,AR_Cash_Received,21,Amount_Credit_Debit_Indicator,String,%1c,This indicates whether the amount is a credit or a debit. EXAMPLE C=credit; D=debit.,1,,,,BBIE,ADC_ Cash Received. Credit Debit Indicator,ADC,Cash Received,,Credit Debit,,Code,,,0,1,gl-cor:debitCreditCode
AR,31,AR_Cash_Received,22,Remark,String,%500s,Freeform text description.,2,,,,BBIE,ADC_ Cash Received. Remark,ADC,Cash Received,,Remark,,Text,,,0,1,gl-cor:entryComment
AR,31,AR_Cash_Received,23,GL_Debit_Account_Number,String,%100s,The GL account number on which the debit side of the transaction has been posted. Shall match the GL_Account_Number in the BAS_Chart_Of_Accounts table.,1,REF,GL_Account_Number,BAS_Chart_Of_Accounts,RFBIE,ADC_ Cash Received. Debit_ GL Account Number. ADC_ Chart Of Accounts,ADC,Cash Received,Debit,GL Account Number,,,ADC,Chart Of Accounts,1,1,"gl-cor:accountMainID with gl-cor:accountPurposeDescription = ""debit-value"" in a second account structure"
AR,31,AR_Cash_Received,24,GL_Credit_Account_Number,String,%100s,The GL account number on which the credit side of the transaction has been posted. Shall match the GL_Account_Number in the BAS_Chart_Of_Accounts table.,1,REF,GL_Account_Number,BAS_Chart_Of_Accounts,RFBIE,ADC_ Cash Received. Credit_ GL Account Number. ADC_ Chart Of Accounts,ADC,Cash Received,Credit,GL Account Number,,,ADC,Chart Of Accounts,1,1,"gl-cor:accountMainID with gl-cor:accountPurposeDescription = ""debit-value"" in a second account structure"
AR,31,AR_Cash_Received,25,,,,,1,,,,ASBIE,ADC_ Cash Received. Recorded. ADC_ User Activity,ADC,Cash Received,,Recorded,,,ADC,User Activity,0,n,
AR,31,AR_Cash_Received,34,,,,,1,,,,ASBIE,ADC_ Cash Received. X. ADC_ Business Segment,ADC,Cash Received,,X,,,ADC,Business Segment,0,n,
AR,32,AR_Cash_Application,0,,,,"The information of all cash receipts applied against the invoice during the period under review is contained in Table 65. The file will record for each application of cash receipt to an invoice. For example, if a cash receipt was applied to three invoices, there will be three records for that receipt, one for each of the invoices to which the cash was applied. In the context of this process, cash means any type of receipt received including checks, wire transfers and cash.",,,,,ABIE,ADC_ Accounts Receivable Cash Application. Details,ADC,Accounts Receivable Cash Application,,,,,,,,,
AR,32,AR_Cash_Application,1,AR_Application_ID,String,%100s,The unique identifier for the application of cash from a receipt to each invoice. Typically auto-generated by the system.,1,PK,,,IDBIE,ADC_ Accounts Receivable Cash Application. ID,ADC,Accounts Receivable Cash Application,,Identification,,Identifier,,,1,1,"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
AR,32,AR_Cash_Application,2,Fiscal_Year,String,%4c,"Accounting period in which the  AR_Application_Date occurs. The year shall be shown in four digits as ""YYYY"", which is part of the extended format and the ""YYYY-MM-DD"" in ISO 8601-1. Shall match the Fiscal_Year in the BAS_Accounting_Period table.",1,REF,Fiscal_Year,BAS_Accounting_Period,RFBIE,ADC_ Accounts Receivable Cash Application. Fiscal Year. ADC_ Accounting Period,ADC,Accounts Receivable Cash Application,,Fiscal Year,,,ADC,Accounting Period,0,1,gl-bus:fiscalYearEnd
AR,32,AR_Cash_Application,3,Accounting_Period,String,%15s,"Accounting period in which the  AR_Application_Date occurs. EXAMPLE W1_W53 for weekly periods, M1_M12 for monthly periods, Q1_Q4 for quarterly periods, and from any beginning date to any ending date. Shall match the Accounting_Period in the BAS_Accounting_Period table.",1,REF,Accounting_Period,BAS_Accounting_Period,RFBIE,ADC_ Accounts Receivable Cash Application. Accounting Period. ADC_ Accounting Period,ADC,Accounts Receivable Cash Application,,Accounting Period,,,ADC,Accounting Period,0,1,gl-bus:postingCode
AR,32,AR_Cash_Application,4,AR_Application_Date,Date,%10c,"The date of the cash application transaction, regardless of the date the transaction is created.",1,,,,BBIE,ADC_ Accounts Receivable Cash Application. Application. Date,ADC,Accounts Receivable Cash Application,,Application,,Date,,,0,1,gl-cor:documentDate
AR,32,AR_Cash_Application,5,Customer_Account_ID,String,%100s,The unique identifier for the customer from whom payment is expected or to whom unused credits have been applied. Typically auto-generated by the system. Shall match the Customer_Account_ID in the BAS_Customer table.,1,REF,Customer_Account_ID,BAS_Customer,RFBIE,ADC_ Accounts Receivable Cash Application. Payer. ADC_ Customer,ADC,Accounts Receivable Cash Application,,Payer,,,ADC,Customer,0,1,"gl-cor:identifierCode with gl-cor:identifierType = ""customer"""
AR,32,AR_Cash_Application,6,Receipt_ID,String,%60s,"The unique identifier for the transactional document, from which AR is derived. Typically autogenerated by the system. Shall match the Receipt_ID in the AR_Cash_Received table.",1,REF,Receipt_ID,AR_Cash_Received,RFBIE,ADC_ Accounts Receivable Cash Application. Originating. ADC_ Cash Received,ADC,Accounts Receivable Cash Application,,Originating,,,ADC,Cash Received,0,1,"gl-taf:originatingDocumentNumber with gl-taf:originatingDocumentType = ""check""*"
AR,32,AR_Cash_Application,7,Invoice_ID,String,%60s,"The unique identifier for the invoice, from which AR is derived. Typically auto-generated by the system. May be set to NULL if adjustment is at customer (not invoice) level. Otherwise shall match the Invoice_ID in the SAL_Invoices_Generated table.",1,REF,Invoice_ID,SAL_Invoices_Generated,RFBIE,ADC_ Accounts Receivable Cash Application. Originating. ADC_ Invoice Generated,ADC,Accounts Receivable Cash Application,,Originating,,,ADC,Invoice Generated,0,1,"gl-taf:originatingDocumentNumber with gl-taf:originatingDocumentType = ""invoice""*"
AR,32,AR_Cash_Application,8,Settlement_Method_Code,String,%60s,"The code of the settlement method. Various methods can be used to settle transactions and transfer money; for example, check, wire transfer and cash. Shall match the Settlement_Method_Code in the BAS_Settlement_Method table.",1,REF,Settlement_Method_Code,Settlement_Method,RFBIE,ADC_ Accounts Receivable Cash Application. Settlement Method. ADC_ Settlement Method,ADC,Accounts Receivable Cash Application,,Settlement Method,,,ADC,Settlement Method,0,1,
AR,32,AR_Cash_Application,9,,,,,1,,,,ASBIE,ADC_ Accounts Receivable Cash Application. Monetary Amount. ADC_ Multi Currency Amount,ADC,Accounts Receivable Cash Application,,Monetary Amount,,,ADC,Multi Currency Amount,1,1,gl-muc:multicurrencyDetail
AR,32,AR_Cash_Application,17,Remark,String,%500s,Freeform text description.,2,,,,BBIE,ADC_ Accounts Receivable Cash Application. Remark,ADC,Accounts Receivable Cash Application,,Remark,,Text,,,0,1,gl-cor:entryComment
AR,32,AR_Cash_Application,18,GL_Debit_Account_Number,String,%100s,The GL account number on which the debit side of the transaction has been posted. Shall match the GL_Account_Number in the BAS_Chart_Of_Accounts table.,1,REF,GL_Account_Number,BAS_Chart_Of_Accounts,RFBIE,ADC_ Accounts Receivable Cash Application. Debit_ GL Account Number. ADC_ Chart Of Accounts,ADC,Accounts Receivable Cash Application,Debit,GL Account Number,,,ADC,Chart Of Accounts,1,1,"gl-cor:accountMainID with gl-cor:accountPurposeDescription = ""debit-value"" in a second account structure"
AR,32,AR_Cash_Application,19,GL_Credit_Account_Number,String,%100s,The GL account number on which the credit side of the transaction has been posted. Shall match the GL_Account_Number in the BAS_Chart_Of_Accounts table.,1,REF,GL_Account_Number,BAS_Chart_Of_Accounts,RFBIE,ADC_ Accounts Receivable Cash Application. Credit_ GL Account Number. ADC_ Chart Of Accounts,ADC,Accounts Receivable Cash Application,Credit,GL Account Number,,,ADC,Chart Of Accounts,1,1,"gl-cor:mainAccountID with gl-cor:mainAccountPurposeDescriptio gl-cor:accountMainID with gl-cor:accountPurposeDescription n = ""credit-value"" in a second account structure"
AR,32,AR_Cash_Application,20,,,,,1,,,,ASBIE,ADC_ Accounts Receivable Cash Application. Recorded. ADC_ User Activity,ADC,Accounts Receivable Cash Application,,Recorded,,,ADC,User Activity,0,n,
AR,32,AR_Cash_Application,29,,,,,1,,,,ASBIE,ADC_ Accounts Receivable Cash Application. X. ADC_ Business Segment,ADC,Accounts Receivable Cash Application,,X,,,ADC,Business Segment,0,n,
AR,33,AR_Adjustments,0,,,,"All adjustments recorded against the invoice and impacting the invoice balance during the period are contained in Table 67. For example, write-offs, credit memos, and other adjustments. The data set shall contain one record for each adjustment to each invoice. For example, if an adjustment transaction impacted three invoices, there shall be three records for that adjustment; one for each of the invoices impacted by the adjustment.",,,,,ABIE,ADC_ Accounts Receivable Adjustment. Details,ADC,Accounts Receivable Adjustment,,,,,,,,,
AR,33,AR_Adjustments,1,Adjustment_ID,String,%100s,The unique identifier for the adjustment of record. Typically autogenerated by the system.,1,PK,,,IDBIE,ADC_ Accounts Receivable Adjustment. ID,ADC,Accounts Receivable Adjustment,,Identification,,Identifier,,,1,1,"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
AR,33,AR_Adjustments,2,Adjustment_Number,String,%100s,"The number of the adjustment of record. This number is generated either by manual input or by the system. This number can be created by concatenating fields to uniquely identify each transaction. EXAMPLE Serial number, document type, and adjustment date.",1,,,,BBIE,ADC_ Accounts Receivable Adjustment. Adjustment  Number. Code,ADC,Accounts Receivable Adjustment,,Adjustment  Number,,Code,,,0,1,
AR,33,AR_Adjustments,3,Adjustment_Type_Name,String,%60s,"The name of the method by which the transaction debit or credit amount was extinguished or apportioned to the debt by the customer. EXAMPLE Credit memo, debit memo, finance charge and other adjustments.",1,,,,BBIE,ADC_ Accounts Receivable Adjustment. Adjustment Type. Name,ADC,Accounts Receivable Adjustment,,Adjustment Type,,Name,,,0,1,gl-cor:documentType using provided enumerations or gl-cor:documentType = {other} and and gl-bus:paymentMethod.
AR,33,AR_Adjustments,4,Adjustment_Document_Number,String,%100s,"The number of an internally generated adjustment document. EXAMPLE Credit memo. The number is usually generated by manual input or is system generated. EXAMPLE Document number, document type, and year.",1,,,,BBIE,ADC_ Accounts Receivable Adjustment. Adjustment Document Number. Code,ADC,Accounts Receivable Adjustment,,Adjustment Document Number,,Code,,,0,1,gl-cor:documentNumber
AR,33,AR_Adjustments,5,Invoice_ID,String,%60s,"The unique identifier for the invoice, from which AR is derived. Typically auto-generated by the system. This field represents the invoice against which the adjustment is applied, if relevant. May be set to NULL if adjustment is at customer (not invoice) level. Otherwise shall match the Invoice_ID in the SAL_Invoices_Generated table.",1,REF,Invoice_ID,SAL_Invoices_Generated,RFBIE,ADC_ Accounts Receivable Adjustment. Originating. ADC_ Invoice Generated,ADC,Accounts Receivable Adjustment,,Originating,,,ADC,Invoice Generated,0,1,"gl-taf:originatingDocumentNumer with gl-taf:originatingDocumentType = ""invoice"""
AR,33,AR_Adjustments,6,Journal_ID,String,%100s,The unique identifier for journal entry. Typically auto-generated by the system. Shall match the Journal_ID in the GL_Details table.,2,REF,Journal_ID,GL_Details,RFBIE,ADC_ Accounts Receivable Adjustment. Corresponding. ADC_ General Ledger Line,ADC,Accounts Receivable Adjustment,,Corresponding,,,ADC,General Ledger Line,0,1,"Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
AR,33,AR_Adjustments,7,Fiscal_Year,String,%4c,"Accounting period in which the Adjustment_Date occurs. The year shall be shown in four digits as ""YYYY"", which is part of the extended format and the ""YYYY-MM-DD"" in ISO 8601-1. Shall match the Fiscal_Year in the BAS_Accounting_Period table.",1,REF,Fiscal_Year,BAS_Accounting_Period,RFBIE,ADC_ Accounts Receivable Adjustment. Fiscal Year. ADC_ Accounting Period,ADC,Accounts Receivable Adjustment,,Fiscal Year,,,ADC,Accounting Period,0,1,gl-bus:fiscalYearEnd
AR,33,AR_Adjustments,8,Accounting_Period,String,%15s,"Accounting period in which the Adjustment_Date occurs. EXAMPLE W1_W53 for weekly periods, M1_M12 for monthly periods, Q1_Q4 for quarterly periods, and from any beginning date to any ending date. Shall match the Accounting_Period in the BAS_Accounting_Period table.",1,REF,Accounting_Period,BAS_Accounting_Period,RFBIE,ADC_ Accounts Receivable Adjustment. Accounting Period. ADC_ Accounting Period,ADC,Accounts Receivable Adjustment,,Accounting Period,,,ADC,Accounting Period,0,1,gl-bus:postingCode
AR,33,AR_Adjustments,9,Adjustment_Date,Date,%10c,"The date of the adjustment, regardless of the date the adjustment is created.",1,,,,BBIE,ADC_ Accounts Receivable Adjustment. Adjustment. Date,ADC,Accounts Receivable Adjustment,,Adjustment,,Date,,,1,1,gl-cor:postingDate
AR,33,AR_Adjustments,10,Customer_Account_ID,String,%100s,The unique identifier for the customer from whom payment is expected or to whom unused credits have been applied. Typically auto-generated by the system. Shall match the Customer_Account_ID in the BAS_Customer table.,1,REF,Customer_Account_ID,BAS_Customer,RFBIE,ADC_ Accounts Receivable Adjustment. Payer. ADC_ Customer,ADC,Accounts Receivable Adjustment,,Payer,,,ADC,Customer,0,1,"gl-cor:identifierCode with gl-cor:identifierType = ""customer"""
AR,33,AR_Adjustments,11,,,,,1,,,,ASBIE,ADC_ Accounts Receivable Adjustment. Monetary Amount. ADC_ Multi Currency Amount,ADC,Accounts Receivable Adjustment,,Monetary Amount,,,ADC,Multi Currency Amount,1,1,gl-muc:multicurrencyDetail
AR,33,AR_Adjustments,19,,,,,1,,,,ASBIE,ADC_ Accounts Receivable Adjustment. Recorded. ADC_ User Activity,ADC,Accounts Receivable Adjustment,,Recorded,,,ADC,User Activity,0,n,
AR,33,AR_Adjustments,29,,,,,1,,,,ASBIE,ADC_ Accounts Receivable Adjustment. Charged. ADC_ Local Tax,ADC,Accounts Receivable Adjustment,,Charged,,,ADC,Local Tax,0,n,
AR,33,AR_Adjustments,36,GL_Debit_Account_Number,String,%100s,The GL account number on which the debit side of the transaction has been posted. Shall match the GL_Account_Number in the BAS_Chart_Of_Accounts table.,2,REF,GL_Account_Number,BAS_Chart_Of_Accounts,RFBIE,ADC_ Accounts Receivable Adjustment. Debit_ GL Account Number. ADC_ Chart Of Accounts,ADC,Accounts Receivable Adjustment,Debit,GL Account Number,,,ADC,Chart Of Accounts,0,1,"gl-cor:accountMainID with gl-cor:accountPurposeDescription = ""debit-value"" in a second account structure"
AR,33,AR_Adjustments,37,GL_Credit_Account_Number,String,%100s,The GL account number on which the credit side of the transaction has been posted. Shall match the GL_Account_Number in the BAS_Chart_Of_Accounts table.,2,REF,GL_Account_Number,BAS_Chart_Of_Accounts,RFBIE,ADC_ Accounts Receivable Adjustment. Credit_ GL Account Number. ADC_ Chart Of Accounts,ADC,Accounts Receivable Adjustment,Credit,GL Account Number,,,ADC,Chart Of Accounts,0,1,"gl-cor:accountMainID with gl-cor:accountPurposeDescription = ""credit-value"" in a second account structure"
AR,33,AR_Adjustments,46,,,,,1,,,,ASBIE,ADC_ Accounts Receivable Adjustment. X. ADC_ Business Segment,ADC,Accounts Receivable Adjustment,,X,,,ADC,Business Segment,0,n,
AR,33,AR_Adjustments,47,,,,,,,,,ASBIE,ADC_ Accounts Receivable Adjustment. Lines. ADC_ Accounts Receivable Adjustment Line,ADC,Accounts Receivable Adjustment,,Lines,,,ADC,Accounts Receivable Adjustment Line,1,n,
AR,34,AR_Adjustments_Details,0,,,,Line item details for the invoices included in the AR_Adjustments are contained in Table 69. The file will record for each invoice line item impacted by each adjustment.,,,,,ABIE,ADC_ Accounts Receivable Adjustment Line. Details,ADC,Accounts Receivable Adjustment Line,,,,,,,,,
AR,34,AR_Adjustments_Details,2,Adjustment_Line_ID,String,%60s,The unique identifier for the adjustment line. Typically autogenerated by the system.,1,PK,,,IDBIE,ADC_ Accounts Receivable Adjustment Line. ID,ADC,Accounts Receivable Adjustment Line,,Identification,,Identifier,,,1,1,"gl-cor:documentReference / Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
AR,34,AR_Adjustments_Details,3,Adjustment_Line_Number,String,%10s,The number of the line item of the adjustment of record. This number is generated either by manual input or by the system.,1,,,,BBIE,ADC_ Accounts Receivable Adjustment Line. Adjustment Line Number. Code,ADC,Accounts Receivable Adjustment Line,,Adjustment Line Number,,Code,,,0,1,gl-cor:lineNumber*
AR,34,AR_Adjustments_Details,4,Invoice_ID,String,%60s,"The unique identifier for the invoice, from which AR is derived. Typically auto-generated by the system. This field represents the invoice to which the adjustment is applied, if relevant. May be set to NULL if adjustment is at customer (not invoice) level. Otherwise shall match the Invoice_ID in the SAL_Invoices_Generated_Details table.",1,REF,Invoice_ID,SAL_Invoices_Generated_Details,RFBIE,ADC_ Accounts Receivable Adjustment Line. Originating. ADC_ Invoice Generated,ADC,Accounts Receivable Adjustment Line,,Originating,,,ADC,Invoice Generated,0,1,"gl-taf:originatingDocumentNumer with gl-taf:originatingDocumentType = ""invoice"""
AR,34,AR_Adjustments_Details,5,Invoice_Line_ID,String,%60s,The unique identifier for an invoice line. Typically auto-generated by the system. May be set to NULL if adjustment is at customer (not invoice) level. Otherwise shall match the Invoice_Line_ID in the SAL_Invoices_Generated_Details table.,1,REF,Invoice_Line_ID,SAL_Invoices_Generated_Details,RFBIE,ADC_ Accounts Receivable Adjustment Line. Originating. ADC_ Invoice Generated Line,ADC,Accounts Receivable Adjustment Line,,Originating,,,ADC,Invoice Generated Line,0,1,"gl-taf:originatingDocumentNumer with gl-taf:originatingDocumentType = ""invoice"""
AR,34,AR_Adjustments_Details,6,Journal_ID,String,%100s,The unique identifier for journal entry. Typically auto-generated by the system. Shall match the Journal_ID in the GL_Details table.,2,REF,Journal_ID,GL_Details,RFBIE,ADC_ Accounts Receivable Adjustment Line. Corresponding. ADC_ General Ledger Line,ADC,Accounts Receivable Adjustment Line,,Corresponding,,,ADC,General Ledger Line,0,1,"Rather than using a data field, use XML's ID at the top level of the structure. You can use both XML IDs and IDREFs to create physical links between related documents."
AR,34,AR_Adjustments_Details,7,,,,,1,,,,ASBIE,ADC_ Accounts Receivable Adjustment Line. Monetary Amount. ADC_ Multi Currency Amount,ADC,Accounts Receivable Adjustment Line,,Monetary Amount,,,ADC,Multi Currency Amount,1,1,gl-muc:multicurrencyDetail
AR,34,AR_Adjustments_Details,16,,,,,1,,,,ASBIE,ADC_ Accounts Receivable Adjustment Line. Charged. ADC_ Local Tax,ADC,Accounts Receivable Adjustment Line,,Charged,,,ADC,Local Tax,0,n,
AR,34,AR_Adjustments_Details,23,GL_Debit_Account_Number,String,%100s,The GL account number on which the debit side of the transaction has been posted. Shall match the GL_Account_Number in the BAS_Chart_Of_Accounts table.,2,REF,GL_Account_Number,BAS_Chart_Of_Accounts,RFBIE,ADC_ Accounts Receivable Adjustment Line. Debit_ GL Account Number. ADC_ Chart Of Accounts,ADC,Accounts Receivable Adjustment Line,Debit,GL Account Number,,,ADC,Chart Of Accounts,0,1,"gl-cor:accountMainID with gl-cor:accountPurposeDescription = ""debit-value"" in a second account structure"
AR,34,AR_Adjustments_Details,24,GL_Credit_Account_Number,String,%100s,The GL account number on which the credit side of the transaction has been posted. Shall match the GL_Account_Number in the BAS_Chart_Of_Accounts table.,2,REF,GL_Account_Number,BAS_Chart_Of_Accounts,RFBIE,ADC_ Accounts Receivable Adjustment Line. Credit_ GL Account Number. ADC_ Chart Of Accounts,ADC,Accounts Receivable Adjustment Line,Credit,GL Account Number,,,ADC,Chart Of Accounts,0,1,"gl-cor:accountMainID with gl-cor:accountPurposeDescription = ""credit-value"" in a second account structure"
AR,34,AR_Adjustments_Details,33,,,,,1,,,,ASBIE,ADC_ Accounts Receivable Adjustment Line. X. ADC_ Business Segment,ADC,Accounts Receivable Adjustment Line,,X,,,ADC,Business Segment,0,n,
Sales,35,SAL_Contracts,0,,,,"The summary information of sales contracts placed during the period under review is contained in Table 72. In situations where companies only require sales orders, the sales contract(s) may not always be available. The file will record for each contract.",,,,,ABIE,ADC_ Sales Contract. Details,ADC,Sales Contract,,,,,,,,,
Sales,35,SAL_Contracts,1,Sales_Contract_ID,String,%60s,The unique identifier for the sales contract. Typically auto-generated by the system.,1,PK,,,IDBIE,ADC_ Sales Contract. ID,ADC,Sales Contract,,Identification,,Identifier,,,1,1,"gl-cor:documentReference with gl-cor:documentType = ""order- customer"""
Sales,35,SAL_Contracts,2,Sales_Contract_Number,String,%80s,The number of the sales contract. This number is generated either by manual input or by the system.,1,,,,BBIE,ADC_ Sales Contract. Sales Contract Number. Code,ADC,Sales Contract,,Sales Contract Number,,Code,,,0,1,
Sales,35,SAL_Contracts,3,Contract_Type_Name,String,%80s,"The name of contract type used in sales activities. EXAMPLE Framework agreement, short-term contract.",1,,,,BBIE,ADC_ Sales Contract. Contract Type. Name,ADC,Sales Contract,,Contract Type,,Name,,,0,1,
Sales,35,SAL_Contracts,4,Contract_Beginning_Date,Date,%10c,The beginning date of the contract.,1,,,,BBIE,ADC_ Sales Contract. Beginning. Date,ADC,Sales Contract,,Beginning,,Date,,,0,1,
Sales,35,SAL_Contracts,5,Contract_Ending_Date,Date,%10c,The ending date of the contract.,1,,,,BBIE,ADC_ Sales Contract. Ending. Date,ADC,Sales Contract,,Ending,,Date,,,0,1,
Sales,35,SAL_Contracts,6,Customer_Account_ID,String,%100s,The unique identifier for the receiving customer. Typically auto-generated by the system. Shall match the Customer_Account_ID in the BAS_Customer table.,1,REF,Customer_Account_ID,BAS_Customer,RFBIE,ADC_ Sales Contract. Receiving. ADC_ Customer,ADC,Sales Contract,,Receiving,,,ADC,Customer,1,1,"gl-cor:identifierCode with gl-cor:identifierType = ""customer"""
Sales,35,SAL_Contracts,7,Sales_Organization_Code,String,%25s,The unique code of the sales organization which signed the contract. Shall match the Business_Segment_Code in the BAS_Business_Segment table.,1,REF,Business_Segment_Code,BAS_Business_Segment,RFBIE,ADC_ Sales Contract. Sales Organization. ADC_ Business Segment,ADC,Sales Contract,,Sales Organization,,,ADC,Business Segment,0,1,gl-bus:organizationIdentifier
Sales,35,SAL_Contracts,8,Salesperson_ID,String,%60s,The unique identifier for the salesperson. Shall match the Employee_ID in the BAS_Employee table.,1,REF,Employee_ID,BAS_Employee,RFBIE,ADC_ Sales Contract. Salesperson. ADC_ Employee,ADC,Sales Contract,,Salesperson,,,ADC,Employee,0,1,
Sales,35,SAL_Contracts,9,Settlement_Method_Code,String,%60s,The code value or indicator of the method by which the transaction (i.e. the debit or credit amount) amount was extinguished or apportioned to the debt by the customer or the supplier. Shall match the Settlement_Method_Code in the BAS_Settlement_Method table.,2,REF,Settlement_Method_Code,BAS_Settlement_Method,RFBIE,ADC_ Sales Contract. Settlement Method. ADC_ Settlement Method,ADC,Sales Contract,,Settlement Method,,,ADC,Settlement Method,0,1,
Sales,35,SAL_Contracts,10,Payment_Term_Code,String,%80s,"The code of the payment term. Shall match the Payment_Term_Code in the BAS_Payment_Term table; for example, cash on delivery, payment 30 days after delivery date.",2,REF,Payment_Term_Code,BAS_Payment_Term,RFBIE,ADC_ Sales Contract. Payment Term. ADC_ Payment Term,ADC,Sales Contract,,Payment Term,,,ADC,Payment Term,0,1,
Sales,35,SAL_Contracts,13,Status,String,%30s,"The status of the sales contract. EXAMPLE New, Save, Submit and Frozen.",1,,,,BBIE,ADC_ Sales Contract. Status,ADC,Sales Contract,,Status,,Text,,,0,1,
Sales,35,SAL_Contracts,14,Remark,String,%500s,Freeform text description.,1,,,,BBIE,ADC_ Sales Contract. Remark,ADC,Sales Contract,,Remark,,Text,,,0,1,gl-cor:entryComment
Sales,35,SAL_Contracts,15,,,,,1,,,,ASBIE,ADC_ Sales Contract. Recorded. ADC_ User Activity,ADC,Sales Contract,,Recorded,,,ADC,User Activity,0,n,
Sales,35,SAL_Contracts,17,,,,,1,,,,ASBIE,ADC_ Sales Contract. X. ADC_ Business Segment,ADC,Sales Contract,,X,,,ADC,Business Segment,0,n,
Sales,35,SAL_Contracts,18,,,,,,,,,ASBIE,ADC_ Sales Contract. Lines. ADC_ Sales Contract Line,ADC,Sales Contract,,Lines,,,ADC,Sales Contract Line,1,n,
Sales,36,SAL_Contracts_Details,0,,,,"Line item details for the sales contracts are contained in Table 74. Each line includes product, quantity, customer, price per unit and trading amount. The file will record for each contract line item.",,,,,ABIE,ADC_ Sales Contract Line. Details,ADC,Sales Contract Line,,,,,,,,,
