id,bie,level,card,classTerm,propertyTerm,representation,associatedClass
AR03_CC06-00,SPCC,2,__,Approved,is a,,Activity
AR03_CC06_CC02-00,ACC,3,__,Activity,,,
AR03_CC06_CC02-01,RFCC,4,0..1,Activity,User ID,,User
AR03_CC06_CC02-02,BCC,4,0..1,Activity,Date,Date,
AR03_CC06_CC02-03,BCC,4,0..1,Activity,Time,Time,
AR03-15,ASBIE,2,0..1,Account Receivable Cash Application,was,,Created
AR03_CC15-00,SPCC,2,__,Created,is a,,Activity
AR03_CC15_CC02-00,ACC,3,__,Activity,,,
AR03_CC15_CC02-01,RFCC,4,0..1,Activity,User ID,,User
AR03_CC15_CC02-02,BCC,4,0..1,Activity,Date,Date,
AR03_CC15_CC02-03,BCC,4,0..1,Activity,Time,Time,
AR03-16,ASBIE,2,0..1,Account Receivable Cash Application,was,,Last Modified
AR03_CC22-00,SPCC,2,__,Last Modified,is a,,Activity
AR03_CC22_CC02-00,ACC,3,__,Activity,,,
AR03_CC22_CC02-01,RFCC,4,0..1,Activity,User ID,,User
AR03_CC22_CC02-02,BCC,4,0..1,Activity,Date,Date,
AR03_CC22_CC02-03,BCC,4,0..1,Activity,Time,Time,
AR03-14,ASBIE,2,0..*,Account Receivable Cash Application,has a,,Business Segment
AR03_BS04-00,ABIE,2,__,Business Segment,,,
AR03_BS04-01,PKBIE,3,1..1,Business Segment,Business Segment Code,Identifier,
AR03_BS04-02,BBIE,3,0..1,Business Segment,Business Segment Name,Name,
AR03_BS04-03,BBIE,3,0..1,Business Segment,Segment Reference Level,Reference Level,
AR03_BS04-04,BBIE,3,0..1,Business Segment,Organization Type Name,Name,
AR04-00,ABIE,1,__,Account Receivable  Cash Received,,,
AR04-01,PKBIE,2,1..1,Account Receivable Cash Received,Receipt ID,Identifier,
AR04-02,BBIE,2,0..1,Account Receivable Cash Received,Receipt Number,Text,
AR04-03,RFBIE,2,0..1,Account Receivable Cash Received,Customer Account ID,,Customer
AR04-04,RFBIE,2,0..1,Account Receivable Cash Received,Sales Contract ID,,Sales Contract
AR04-05,RFBIE,2,0..1,Account Receivable Cash Received,Project ID,,Project
AR04-06,RFBIE,2,0..1,Account Receivable Cash Received,Journal ID,,GL Details
AR04-07,RFBIE,2,0..1,Account Receivable Cash Received,Fiscal Year,,Accounting Period
AR04-08,RFBIE,2,0..1,Account Receivable Cash Received,Accounting Period,,Accounting Period
AR04-09,BBIE,2,0..1,Account Receivable Cash Received,Receipt Date,Date,
AR04-10,RFBIE,2,0..1,Account Receivable Cash Received,Settlement Method Code,,Settlement Method
AR04-11,BBIE,2,0..1,Account Receivable Cash Received,Reference Number,Text,
AR04-12,BBIE,2,0..1,Account Receivable Cash Received,Reference Date,Date,
AR04-13,BBIE,2,0..1,Account Receivable Cash Received,Amount Credit Debit Indicator,Credit Debit_  Code,
AR04-14,BBIE,2,0..1,Account Receivable Cash Received,Remark,Text,
AR04-15,RFBIE,2,0..1,Account Receivable Cash Received,GL Debit Account Number,,Chart Of Accounts
AR04-16,RFBIE,2,0..1,Account Receivable Cash Received,GL Credit Account Number,,Chart Of Accounts
AR04-17,ASBIE,2,0..1,Account Receivable Cash Received,has a,,Amount
AR04_CC05-00,SPCC,2,__,Amount,is a,,Monetary Amounts
AR04_CC05_CC24-00,ACC,3,__,Monetary Amounts,,,
AR04_CC05_CC24-01,BCC,4,0..1,Monetary Amounts,Functional Amount,Amount,
AR04_CC05_CC24-02,RFCC,4,0..1,Monetary Amounts,Functional Currency Code,,Currency
AR04_CC05_CC24-03,BCC,4,0..1,Monetary Amounts,Transaction Amount,Amount,
AR04_CC05_CC24-04,RFCC,4,0..1,Monetary Amounts,Transaction Currency Code,,Currency
AR04_CC05_CC24-05,BCC,4,0..1,Monetary Amounts,Reporting Amount,Amount,
AR04_CC05_CC24-06,RFCC,4,0..1,Monetary Amounts,Reporting Currency Code,,Currency
AR04_CC05_CC24-07,BCC,4,0..1,Monetary Amounts,Local Amount,Amount,
AR04_CC05_CC24-08,RFCC,4,0..1,Monetary Amounts,Local Currency Code,,Currency
AR04-18,ASBIE,2,0..1,Account Receivable Cash Received,was,,Approved
AR04_CC06-00,SPCC,2,__,Approved,is a,,Activity
AR04_CC06_CC02-00,ACC,3,__,Activity,,,
AR04_CC06_CC02-01,RFCC,4,0..1,Activity,User ID,,User
AR04_CC06_CC02-02,BCC,4,0..1,Activity,Date,Date,
AR04_CC06_CC02-03,BCC,4,0..1,Activity,Time,Time,
AR04-20,ASBIE,2,0..1,Account Receivable Cash Received,was,,Created
AR04_CC15-00,SPCC,2,__,Created,is a,,Activity
AR04_CC15_CC02-00,ACC,3,__,Activity,,,
AR04_CC15_CC02-01,RFCC,4,0..1,Activity,User ID,,User
AR04_CC15_CC02-02,BCC,4,0..1,Activity,Date,Date,
AR04_CC15_CC02-03,BCC,4,0..1,Activity,Time,Time,
AR04-21,ASBIE,2,0..1,Account Receivable Cash Received,was,,Last Modified
AR04_CC22-00,SPCC,2,__,Last Modified,is a,,Activity
AR04_CC22_CC02-00,ACC,3,__,Activity,,,
AR04_CC22_CC02-01,RFCC,4,0..1,Activity,User ID,,User
AR04_CC22_CC02-02,BCC,4,0..1,Activity,Date,Date,
AR04_CC22_CC02-03,BCC,4,0..1,Activity,Time,Time,
AR04-19,ASBIE,2,0..*,Account Receivable Cash Received,has a,,Business Segment
AR04_BS04-00,ABIE,2,__,Business Segment,,,
AR04_BS04-01,PKBIE,3,1..1,Business Segment,Business Segment Code,Identifier,
AR04_BS04-02,BBIE,3,0..1,Business Segment,Business Segment Name,Name,
AR04_BS04-03,BBIE,3,0..1,Business Segment,Segment Reference Level,Reference Level,
AR04_BS04-04,BBIE,3,0..1,Business Segment,Organization Type Name,Name,
AR05-00,ABIE,1,__,Open Account Receivable,,,
AR05-01,PKBIE,2,1..1,Open Account Receivable,Transaction ID,Identifier,
AR05-02,RFBIE,2,0..1,Open Account Receivable,Invoice ID,,Invoice Generated
AR05-03,RFBIE,2,0..1,Open Account Receivable,Customer Account ID,,Customer
AR05-04,RFBIE,2,0..1,Open Account Receivable,Sales Contract ID,,Sales Contract
AR05-05,BBIE,2,0..1,Open Account Receivable,Project ID,Identifier,
AR05-06,RFBIE,2,0..1,Open Account Receivable,Fiscal Year,,Accounting Period
AR05-07,RFBIE,2,0..1,Open Account Receivable,Accounting Period,,Accounting Period
AR05-08,BBIE,2,0..1,Open Account Receivable,Transaction Date,Date,
AR05-09,RFBIE,2,0..1,Open Account Receivable,Journal ID,,GL Details
AR05-10,BBIE,2,0..1,Open Account Receivable,Transaction Due Date,Date,
AR05-11,BBIE,2,0..1,Open Account Receivable,Reference Number,Text,
AR05-12,BBIE,2,0..1,Open Account Receivable,Reference Date,Date,
AR05-13,BBIE,2,0..1,Open Account Receivable,Remark,Text,
AR05-14,BBIE,2,0..1,Open Account Receivable,Grouping Code,Text,
AR05-15,ASBIE,2,0..1,Open Account Receivable,has a,,Amount
AR05_CC05-00,SPCC,2,__,Amount,is a,,Monetary Amounts
AR05_CC05_CC24-00,ACC,3,__,Monetary Amounts,,,
AR05_CC05_CC24-01,BCC,4,0..1,Monetary Amounts,Functional Amount,Amount,
AR05_CC05_CC24-02,RFCC,4,0..1,Monetary Amounts,Functional Currency Code,,Currency
AR05_CC05_CC24-03,BCC,4,0..1,Monetary Amounts,Transaction Amount,Amount,
AR05_CC05_CC24-04,RFCC,4,0..1,Monetary Amounts,Transaction Currency Code,,Currency
AR05_CC05_CC24-05,BCC,4,0..1,Monetary Amounts,Reporting Amount,Amount,
AR05_CC05_CC24-06,RFCC,4,0..1,Monetary Amounts,Reporting Currency Code,,Currency
AR05_CC05_CC24-07,BCC,4,0..1,Monetary Amounts,Local Amount,Amount,
AR05_CC05_CC24-08,RFCC,4,0..1,Monetary Amounts,Local Currency Code,,Currency
AR05-16,ASBIE,2,0..1,Open Account Receivable,has a,,Balance
AR05_CC07-00,SPCC,2,__,Balance,is a,,Balance Monetary Amounts
AR05_CC07_CC08-00,ACC,3,__,Balance Monetary Amounts,,,
AR05_CC07_CC08-01,BCC,4,0..1,Balance Monetary Amounts,Functional Balance,Amount,
AR05_CC07_CC08-02,BCC,4,0..1,Balance Monetary Amounts,Transaction Balance,Amount,
AR05_CC07_CC08-03,BCC,4,0..1,Balance Monetary Amounts,Reporting Balance,Amount,
AR05_CC07_CC08-04,BCC,4,0..1,Balance Monetary Amounts,Local Balance,Amount,
AR05-17,ASBIE,2,0..*,Open Account Receivable,has a,,Business Segment
AR05_BS04-00,ABIE,2,__,Business Segment,,,
AR05_BS04-01,PKBIE,3,1..1,Business Segment,Business Segment Code,Identifier,
AR05_BS04-02,BBIE,3,0..1,Business Segment,Business Segment Name,Name,
AR05_BS04-03,BBIE,3,0..1,Business Segment,Segment Reference Level,Reference Level,
AR05_BS04-04,BBIE,3,0..1,Business Segment,Organization Type Name,Name,
BS01-00,ABIE,1,__,Accounting Period,,,
BS01-01,PKBIE,2,1..1,Accounting Period,Fiscal Year,Year Identifier,
BS01-02,PKBIE,2,1..1,Accounting Period,Accounting Period,Period Identifier,
BS01-03,BBIE,2,0..1,Accounting Period,Accounting Period Beginning Date,Date,
BS01-04,BBIE,2,0..1,Accounting Period,Accounting Period Ending Date,Date,
BS02-00,ABIE,1,__,Bank Account,,,
BS02-01,PKBIE,2,1..1,Bank Account,Bank Account Number,Identifier,
BS02-02,BBIE,2,0..1,Bank Account,Bank Account Name,Text,
BS02-03,BBIE,2,0..1,Bank Account,Bank Code,Bank_  Code,
BS02-04,BBIE,2,0..1,Bank Account,Bank Name,Text,
BS02-05,BBIE,2,0..1,Bank Account,Branch Code,Branch_  Code,
BS02-06,BBIE,2,0..1,Bank Account,Branch Name,Text,
BS02-07,BBIE,2,0..1,Bank Account,Branch Country Code,Country_  Code,
BS02-08,BBIE,2,0..1,Bank Account,Branch Region,Text,
BS02-09,BBIE,2,0..1,Bank Account,Active Flag,Indicator,
BS02-10,ASBIE,2,0..*,Bank Account,has a,,Business Segment
BS02_BS04-00,ABIE,2,__,Business Segment,,,
BS02_BS04-01,PKBIE,3,1..1,Business Segment,Business Segment Code,Identifier,
BS02_BS04-02,BBIE,3,0..1,Business Segment,Business Segment Name,Name,
BS02_BS04-03,BBIE,3,0..1,Business Segment,Segment Reference Level,Reference Level,
BS02_BS04-04,BBIE,3,0..1,Business Segment,Organization Type Name,Name,
BS03-00,ABIE,1,__,Bill Type,,,
BS03-01,PKBIE,2,1..1,Bill Type,Bill Type Code,Identifier,
BS03-02,BBIE,2,0..1,Bill Type,Bill Type Name,Text,
BS03-03,BBIE,2,0..1,Bill Type,Active Flag,Indicator,
BS05-00,ABIE,1,__,Business Segment Hierarchy,,,
BS05-01,PKBIE RFBIE,2,1..1,Business Segment Hierarchy,Parent Code,Identifier,
BS05-02,PKBIE RFBIE,2,1..1,Business Segment Hierarchy,Child Code,Identifier,
BS06-00,ABIE,1,__,Chart Of Accounts,,,
BS06-01,PKBIE,2,1..1,Chart Of Accounts,GL Account Number,Gl Account Number,
BS06-02,BBIE,2,0..1,Chart Of Accounts,GL Account Name,Text,
BS06-03,BBIE,2,0..1,Chart Of Accounts,GL Account Description,Text,
BS06-04,BBIE,2,0..1,Chart Of Accounts,Financial Statement Caption,Text,
BS06-05,BBIE,2,0..1,Chart Of Accounts,Account Type,Account Type,
BS06-06,BBIE,2,0..1,Chart Of Accounts,Account Subtype,Account Type,
BS06-07,BBIE,2,0..1,Chart Of Accounts,Account Hierarchy,Account Hierarchy,
BS06-08,RFBIE,2,0..1,Chart Of Accounts,Parent GL Account Number,,Chart Of Accounts
BS06-09,BBIE,2,0..1,Chart Of Accounts,Balance Debit Or Credit Code,Credit Debit_  Code,
BS06-10,BBIE,2,0..1,Chart Of Accounts,Active Flag,Indicator,
BS06-11,ASBIE,2,0..*,Chart Of Accounts,has a,,Business Segment
BS06_BS04-00,ABIE,2,__,Business Segment,,,
BS06_BS04-01,PKBIE,3,1..1,Business Segment,Business Segment Code,Identifier,
BS06_BS04-02,BBIE,3,0..1,Business Segment,Business Segment Name,Name,
BS06_BS04-03,BBIE,3,0..1,Business Segment,Segment Reference Level,Reference Level,
BS06_BS04-04,BBIE,3,0..1,Business Segment,Organization Type Name,Name,
BS08-00,ABIE,1,__,Customer,,,
BS08-01,PKBIE,2,1..1,Customer,Customer Account ID,Identifier,
BS08-02,BBIE,2,0..1,Customer,Customer Account Number,Identifier,
BS08-03,BBIE,2,0..1,Customer,Customer Account Name,Name,
BS08-04,BBIE,2,0..1,Customer,Customer Abbreviation,Name,
BS08-05,RFBIE,2,0..1,Customer,Parent Customer ID,,Customer
BS08-06,RFBIE,2,0..1,Customer,Corresponding Supplier ID,,Supplier
BS08-07,RFBIE,2,0..1,Customer,Customer Type ID,,Customer Type
BS08-08,BBIE,2,0..1,Customer,Customer Tax Identification Number,Tax Identification Number,
BS08-09,BBIE,2,0..1,Customer,Inactive Date,Date,
BS08-10,BBIE,2,0..1,Customer,Transaction Credit Limit,Amount,
BS08-11,BBIE,2,0..1,Customer,Total Credit Limit,Amount,
BS08-12,BBIE,2,0..1,Customer,Terms Discount Percentage,Percentage,
BS08-13,BBIE,2,0..1,Customer,Terms Discount Days,Number,
BS08-14,BBIE,2,0..1,Customer,Terms Due Days,Number,
BS08-15,ASBIE,2,0..1,Customer,was,,Approved
BS08_CC06-00,SPCC,2,__,Approved,is a,,Activity
BS08_CC06_CC02-00,ACC,3,__,Activity,,,
BS08_CC06_CC02-01,RFCC,4,0..1,Activity,User ID,,User
BS08_CC06_CC02-02,BCC,4,0..1,Activity,Date,Date,
BS08_CC06_CC02-03,BCC,4,0..1,Activity,Time,Time,
BS08-16,ASBIE,2,0..1,Customer,has a,,Billing Address
BS08_CC10-00,SPCC,2,__,Billing Address,is a,,Address
BS08_CC10_CC03-00,ACC,3,__,Address,,,
BS08_CC10_CC03-01,BCC,4,0..1,Address,Street Address1,Text,
BS08_CC10_CC03-02,BCC,4,0..1,Address,Street Address2,Text,
BS08_CC10_CC03-03,BCC,4,0..1,Address,City Name,City Name,
BS08_CC10_CC03-04,BCC,4,0..1,Address,State Province Code,State Province_  Code,
BS08_CC10_CC03-05,BCC,4,0..1,Address,Postal Code,Postal_  Code,
BS08_CC10_CC03-06,BCC,4,0..1,Address,Country Code,Country_  Code,
BS08-17,ASBIE,2,0..1,Customer,was,,Created
BS08_CC15-00,SPCC,2,__,Created,is a,,Activity
BS08_CC15_CC02-00,ACC,3,__,Activity,,,
BS08_CC15_CC02-01,RFCC,4,0..1,Activity,User ID,,User
BS08_CC15_CC02-02,BCC,4,0..1,Activity,Date,Date,
BS08_CC15_CC02-03,BCC,4,0..1,Activity,Time,Time,
BS08-18,ASBIE,2,0..1,Customer,was,,Last Modified
BS08_CC22-00,SPCC,2,__,Last Modified,is a,,Activity
BS08_CC22_CC02-00,ACC,3,__,Activity,,,
BS08_CC22_CC02-01,RFCC,4,0..1,Activity,User ID,,User
BS08_CC22_CC02-02,BCC,4,0..1,Activity,Date,Date,
BS08_CC22_CC02-03,BCC,4,0..1,Activity,Time,Time,
BS08-19,ASBIE,2,0..1,Customer,has a,,Physical Address
BS08_CC27-00,SPCC,2,__,Physical Address,is a,,Address
BS08_CC27_CC03-00,ACC,3,__,Address,,,
BS08_CC27_CC03-01,BCC,4,0..1,Address,Street Address1,Text,
BS08_CC27_CC03-02,BCC,4,0..1,Address,Street Address2,Text,
BS08_CC27_CC03-03,BCC,4,0..1,Address,City Name,City Name,
BS08_CC27_CC03-04,BCC,4,0..1,Address,State Province Code,State Province_  Code,
BS08_CC27_CC03-05,BCC,4,0..1,Address,Postal Code,Postal_  Code,
BS08_CC27_CC03-06,BCC,4,0..1,Address,Country Code,Country_  Code,
BS08-20,ASBIE,2,0..1,Customer,has a,,Primary Contact
BS08_CC29-00,SPCC,2,__,Primary Contact,is a,,Contact
BS08_CC29_CC12-00,ACC,3,__,Contact,,,
BS08_CC29_CC12-01,BCC,4,0..1,Contact,Name,Name,
BS08_CC29_CC12-02,BCC,4,0..1,Contact,Phone,Phone Number,
BS08_CC29_CC12-03,BCC,4,0..1,Contact,Email,Email,
BS09-00,ABIE,1,__,Customer Type,,,
BS09-01,PKBIE,2,1..1,Customer Type,Customer Type ID,Identifier,
BS09-02,BBIE,2,0..1,Customer Type,Customer Type Code,Customer Type_  Code,
BS09-03,BBIE,2,0..1,Customer Type,Customer Type Name,Name,
BS09-04,RFBIE,2,0..1,Customer Type,Parent Customer Type ID,,Customer Type
BS10-00,ABIE,1,__,Customized Account Segment,,,
BS10-01,PKBIE,2,1..1,Customized Account Segment,Customized Account Segment Code,Identifier,
BS10-02,BBIE,2,0..1,Customized Account Segment,Customized Account Segment Name,Text,
BS10-03,BBIE,2,0..1,Customized Account Segment,Customized Account Description,Text,
BS10-04,BBIE,2,0..1,Customized Account Segment,Customized Account Encoding Rule,Encoding Rule_  Code,
BS10-05,BBIE,2,0..1,Customized Account Segment,Hierarchy Flag,Indicator,
BS10-06,BBIE,2,0..1,Customized Account Segment,Active Flag,Indicator,
BS11-00,ABIE,1,__,Customized Account Value,,,
BS11-01,PKBIE,2,1..1,Customized Account Value,Customized Account Value Code,Identifier,
BS11-02,RFBIE,2,0..1,Customized Account Value,Customized Account Segment Code,,Customized Account Segment
BS11-03,BBIE,2,0..1,Customized Account Value,Customized Account Value Name,Text,
BS11-04,BBIE,2,0..1,Customized Account Value,Account Value Description,Text,
BS11-05,RFBIE,2,0..1,Customized Account Value,Parent Account Value Code,,Customized Account Value
BS11-06,BBIE,2,0..1,Customized Account Value,Customized Account Value Hierarchy,Hierarchy Level,
BS12-00,ABIE,1,__,Employee,,,
BS12-01,PKBIE,2,1..1,Employee,Employee ID,Identifier,
BS12-02,BBIE,2,0..1,Employee,Employee Code,Text,
BS12-03,BBIE,2,0..1,Employee,Employee Name,Name,
BS12-04,BBIE,2,0..1,Employee,Inactive Flag,Indicator,
BS12-05,BBIE,2,0..1,Employee,Employee Type Code,Text,
BS12-06,BBIE,2,0..1,Employee,Employee Type Name,Text,
BS12-07,RFBIE,2,0..1,Employee,Department Code,,Business Segment
BS12-08,BBIE,2,0..1,Employee,Employee Job Title,Text,
BS12-09,BBIE,2,0..1,Employee,Employee Academic Degree,Text,
BS12-10,BBIE,2,0..1,Employee,Employment Date,Date,
BS12-11,BBIE,2,0..1,Employee,Termination Date,Date,
BS12-12,RFBIE,2,0..1,Employee,User ID,,User
BS12-13,ASBIE,2,0..1,Employee,has a,,User
BS12_BS24-00,ABIE,2,__,User,,,
BS12_BS24-01,PKBIE,3,1..1,User,User ID,Identifier,
BS12_BS24-02,BBIE,3,0..1,User,User Active Status,Indicator,
BS12_BS24-03,BBIE,3,0..1,User,User Status Modified Date,Date,
BS12_BS24-04,BBIE,3,0..1,User,User Name,Name,
BS12_BS24-05,BBIE,3,0..1,User,User Job Title,Text,
BS12_BS24-06,RFBIE,3,0..1,User,Department Code,,Business Segment
BS12_BS24-07,BBIE,3,0..1,User,User Role Responsibility,Text,
BS13-00,ABIE,1,__,Journal Entry Type,,,
BS13-01,PKBIE,2,1..1,Journal Entry Type,Journal Entry Type Code,Identifier,
BS13-02,BBIE,2,0..1,Journal Entry Type,Journal Entry Type Name,Text,
BS13-03,BBIE,2,0..1,Journal Entry Type,Journal Entry Type Abbreviation,Text,
BS13-04,BBIE,2,0..1,Journal Entry Type,Active Flag,Indicator,
BS14-00,ABIE,1,__,Measurement Unit,,,
BS14-01,PKBIE,2,1..1,Measurement Unit,Unit of Measurement Code,Measurement Unit_  Code,
BS14-02,BBIE,2,0..1,Measurement Unit,Unit of Measurement Name,Text,
BS14-03,BBIE,2,0..1,Measurement Unit,Unit of Measurement Abbreviation,Text,
BS14-04,BBIE,2,0..1,Measurement Unit,Active Flag,Indicator,
BS15-00,ABIE,1,__,Payment Term,,,
BS15-01,PKBIE,2,1..1,Payment Term,Payment Term Code,Payment Term_  Code,
BS15-02,BBIE,2,0..1,Payment Term,Payment Term Name,Text,
BS15-03,BBIE,2,0..1,Payment Term,Payment Term Line Number,Text,
BS15-04,BBIE,2,0..1,Payment Term,Payment Term Line Description,Text,
BS15-05,BBIE,2,0..1,Payment Term,Active Flag,Indicator,
BS16-00,ABIE,1,__,Profile,,,
BS16-01,PKBIE,2,1..1,Profile,Profile Number,Identifier,
BS16-02,BBIE,2,0..1,Profile,Profile Name,Text,
BS16-03,BBIE,2,0..1,Profile,Fiscal Year,Year Identifier,
BS16-04,BBIE,2,0..1,Profile,Accounting Entity,Text,
BS16-05,BBIE,2,0..1,Profile,Industry,Text,
BS16-06,BBIE,2,0..1,Profile,Developer Name,Name,
BS16-07,BBIE,2,0..1,Profile,Software Name,Text,
BS16-08,BBIE,2,0..1,Profile,Software Version,Text,
BS16-09,BBIE,2,0..1,Profile,Functional Currency Code,Currency_  Code,
BS16-10,BBIE,2,0..1,Profile,Standard Version,Text,
BS16-11,BBIE,2,0..1,Profile,Extracted Date,Date,
BS16-12,BBIE,2,0..1,Profile,Time Zone,Time Zone,
BS16-13,ASBIE,2,0..*,Profile,has a,,Business Segment
BS16_BS04-00,ABIE,2,__,Business Segment,,,
BS16_BS04-01,PKBIE,3,1..1,Business Segment,Business Segment Code,Identifier,
BS16_BS04-02,BBIE,3,0..1,Business Segment,Business Segment Name,Name,
BS16_BS04-03,BBIE,3,0..1,Business Segment,Segment Reference Level,Reference Level,
BS16_BS04-04,BBIE,3,0..1,Business Segment,Organization Type Name,Name,
BS17-00,ABIE,1,__,Project,,,
BS17-01,PKBIE,2,1..1,Project,Project ID,Identifier,
BS17-02,BBIE,2,0..1,Project,Project Code,Text,
BS17-03,BBIE,2,0..1,Project,Project Name,Text,
BS17-04,BBIE,2,0..1,Project,Project Beginning Date,Date,
BS17-05,BBIE,2,0..1,Project,Project Ending Date,Date,
BS17-06,BBIE,2,0..1,Project,Active Flag,Indicator,
BS17-07,ASBIE,2,0..*,Project,has a,,Business Segment
BS17_BS04-00,ABIE,2,__,Business Segment,,,
BS17_BS04-01,PKBIE,3,1..1,Business Segment,Business Segment Code,Identifier,
BS17_BS04-02,BBIE,3,0..1,Business Segment,Business Segment Name,Name,
BS17_BS04-03,BBIE,3,0..1,Business Segment,Segment Reference Level,Reference Level,
BS17_BS04-04,BBIE,3,0..1,Business Segment,Organization Type Name,Name,
BS18-00,ABIE,1,__,Selection Period,,,
BS18-01,PKBIE,2,1..1,Selection Period,Selection ID,Identifier,
BS18-02,BBIE,2,0..1,Selection Period,Selection Start Date,Date,
BS18-03,BBIE,2,0..1,Selection Period,Selection End Date,Date,
BS19-00,ABIE,1,__,Settlement Method,,,
BS19-01,PKBIE,2,1..1,Settlement Method,Settlement Method Code,Identifier,
BS19-02,BBIE,2,0..1,Settlement Method,Settlement Method Name,Text,
BS19-03,BBIE,2,0..1,Settlement Method,Active Flag,Indicator,
BS20-00,ABIE,1,__,Supplier,,,
BS20-01,PKBIE,2,1..1,Supplier,Supplier Account ID,Identifier,
BS20-02,BBIE,2,0..1,Supplier,Supplier Account Number,Identifier,
BS20-03,BBIE,2,0..1,Supplier,Supplier Account Name,Name,
BS20-04,BBIE,2,0..1,Supplier,Supplier Abbreviation,Name,
BS20-05,RFBIE,2,0..1,Supplier,Parent Supplier ID,,Supplier
BS20-06,RFBIE,2,0..1,Supplier,Corresponding Customer ID,,Customer
BS20-07,RFBIE,2,0..1,Supplier,Supplier Type ID,,Supplier Type
BS20-08,BBIE,2,0..1,Supplier,Supplier Tax Identification Number,Tax Identification Number,
BS20-09,BBIE,2,0..1,Supplier,Supplier Group,Text,
BS20-10,BBIE,2,0..1,Supplier,Inactive Date,Date,
BS20-11,BBIE,2,0..1,Supplier,Transaction Credit Limit,Amount,
BS20-12,BBIE,2,0..1,Supplier,Total Credit Limit,Amount,
BS20-13,BBIE,2,0..1,Supplier,Terms Discount Percentage,Percentage,
BS20-14,BBIE,2,0..1,Supplier,Terms Discount Days,Number,
BS20-15,BBIE,2,0..1,Supplier,Terms Due Days,Number,
BS20-16,ASBIE,2,0..1,Supplier,was,,Approved
BS20_CC06-00,SPCC,2,__,Approved,is a,,Activity
BS20_CC06_CC02-00,ACC,3,__,Activity,,,
BS20_CC06_CC02-01,RFCC,4,0..1,Activity,User ID,,User
BS20_CC06_CC02-02,BCC,4,0..1,Activity,Date,Date,
BS20_CC06_CC02-03,BCC,4,0..1,Activity,Time,Time,
BS20-17,ASBIE,2,0..1,Supplier,has a,,Billing Address
BS20_CC10-00,SPCC,2,__,Billing Address,is a,,Address
BS20_CC10_CC03-00,ACC,3,__,Address,,,
BS20_CC10_CC03-01,BCC,4,0..1,Address,Street Address1,Text,
BS20_CC10_CC03-02,BCC,4,0..1,Address,Street Address2,Text,
BS20_CC10_CC03-03,BCC,4,0..1,Address,City Name,City Name,
BS20_CC10_CC03-04,BCC,4,0..1,Address,State Province Code,State Province_  Code,
BS20_CC10_CC03-05,BCC,4,0..1,Address,Postal Code,Postal_  Code,
BS20_CC10_CC03-06,BCC,4,0..1,Address,Country Code,Country_  Code,
BS20-18,ASBIE,2,0..1,Supplier,was,,Created
BS20_CC15-00,SPCC,2,__,Created,is a,,Activity
BS20_CC15_CC02-00,ACC,3,__,Activity,,,
BS20_CC15_CC02-01,RFCC,4,0..1,Activity,User ID,,User
BS20_CC15_CC02-02,BCC,4,0..1,Activity,Date,Date,
BS20_CC15_CC02-03,BCC,4,0..1,Activity,Time,Time,
BS20-19,ASBIE,2,0..1,Supplier,was,,Last Modified
BS20_CC22-00,SPCC,2,__,Last Modified,is a,,Activity
BS20_CC22_CC02-00,ACC,3,__,Activity,,,
BS20_CC22_CC02-01,RFCC,4,0..1,Activity,User ID,,User
BS20_CC22_CC02-02,BCC,4,0..1,Activity,Date,Date,
BS20_CC22_CC02-03,BCC,4,0..1,Activity,Time,Time,
BS20-20,ASBIE,2,0..1,Supplier,has a,,Physical Address
BS20_CC27-00,SPCC,2,__,Physical Address,is a,,Address
BS20_CC27_CC03-00,ACC,3,__,Address,,,
BS20_CC27_CC03-01,BCC,4,0..1,Address,Street Address1,Text,
BS20_CC27_CC03-02,BCC,4,0..1,Address,Street Address2,Text,
BS20_CC27_CC03-03,BCC,4,0..1,Address,City Name,City Name,
BS20_CC27_CC03-04,BCC,4,0..1,Address,State Province Code,State Province_  Code,
BS20_CC27_CC03-05,BCC,4,0..1,Address,Postal Code,Postal_  Code,
BS20_CC27_CC03-06,BCC,4,0..1,Address,Country Code,Country_  Code,
BS20-21,ASBIE,2,0..1,Supplier,has a,,Primary Contact
BS20_CC29-00,SPCC,2,__,Primary Contact,is a,,Contact
BS20_CC29_CC12-00,ACC,3,__,Contact,,,
BS20_CC29_CC12-01,BCC,4,0..1,Contact,Name,Name,
BS20_CC29_CC12-02,BCC,4,0..1,Contact,Phone,Phone Number,
BS20_CC29_CC12-03,BCC,4,0..1,Contact,Email,Email,
BS21-00,ABIE,1,__,Supplier Type,,,
BS21-01,PKBIE,2,1..1,Supplier Type,Supplier Type ID,Identifier,
BS21-02,BBIE,2,0..1,Supplier Type,Supplier Type Code,Supplier Type_  Code,
BS21-03,BBIE,2,0..1,Supplier Type,Supplier Type Name,Name,
BS21-04,RFBIE,2,0..1,Supplier Type,Parent Supplier Type ID,,Supplier Type
BS22-00,ABIE,1,__,Tax Regulatory,,,
BS22-01,PKBIE,2,1..1,Tax Regulatory,Regulator Code,Regulator_  Code,
BS22-02,BBIE,2,0..1,Tax Regulatory,Regulator Country Code,Country_  Code,
BS22-03,BBIE,2,0..1,Tax Regulatory,Regulator Region,Region,
BS22-04,BBIE,2,0..1,Tax Regulatory,Regulator Name,Text,
BS22-05,BBIE,2,0..1,Tax Regulatory,Regulator Role,Text,
